job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
Real-Time Web Analytics Developer,Google Analytics 4 (GA4) Course - Beginner to Advanced,https://www.udemy.com/course/google-analytics-4-course/,Beginner to Intermediate,Web Analytics,445,512,576
Real-Time Web Analytics Developer,Google Analytics Individual Qualification,https://skillshop.exceedlms.com/student/path/2122-google-analytics-individual-qualification,Beginner,Web Analytics,445,513,576
Real-Time Web Analytics Developer,Real-time Data Pipelines with Apache Kafka,https://www.cloudacademy.com/course/real-time-data-pipelines-with-apache-kafka-2386/,Intermediate,Data Engineering/Real-time Analytics,445,968,188
Regression Tester,API Testing with Postman,https://www.udemy.com/course/api-testing-with-postman/,Intermediate,API Testing,446,18,20
Reinforcement Learning Engineer,Reinforcement Learning Specialization,https://www.coursera.org/specializations/reinforcement-learning,Intermediate,Artificial Intelligence,447,975,29
Reinforcement Learning Engineer,Deep Reinforcement Learning Nanodegree,https://www.udacity.com/course/deep-reinforcement-learning-nanodegree--nd893,Advanced,Artificial Intelligence,447,384,29
Remote Debugging Engineer,Mastering Chrome Developer Tools,https://www.udemy.com/course/mastering-chrome-developer-tools/,Intermediate,Web Development/Debugging,448,762,592
Remote Debugging Engineer,Remote Debugging with Visual Studio,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging?view=vs-2022,Intermediate,Software Development/Debugging,448,976,512
Remote Debugging Engineer,Chrome DevTools: Remote Debugging on Android Devices,https://developer.chrome.com/docs/devtools/remote-debugging/,Intermediate,Web Development/Debugging,448,279,592
Remote Debugging Engineer,Network Programming and Socket Debugging,https://www.udemy.com/course/python-network-programming/,Intermediate,Network Programming/Debugging,448,871,417
Remote Rural Connectivity Engineer,Introduction to EECS II: Digital Communication Systems,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-02-introduction-to-eecs-ii-digital-communication-systems-fall-2012/,Intermediate,Telecommunications,449,633,544
Responsible AI Engineer,Building Robust Machine Learning Models,https://developers.google.com/machine-learning/testing-debugging,Intermediate,AI Robustness and Reliability,450,208,11
Responsive Web Motion Designer,Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/course/web-design-for-beginners-real-world-coding-in-html-css/,Beginner,Web Development,451,1163,578
Reverse Engineer,Reverse Engineering and Exploit Development,https://www.ringzer0team.com/challenges,Intermediate/Advanced,Cybersecurity/Reverse Engineering,452,981,177
Reverse Engineer,Binary Exploitation / Reverse Engineering,https://tryhackme.com/paths,Beginner/Intermediate,Cybersecurity/Reverse Engineering,452,168,177
Risk Analyst,Financial Risk Manager (FRM) Part I,https://www.garp.org/frm/overview,Advanced,Risk Management,453,467,479
Risk Analyst,Professional Risk Manager (PRM) Certification,https://prmia.org/certification,Intermediate,Risk Management,453,940,479
Risk Analyst,Credit Risk Modeling,https://www.edx.org/course?search_query=credit+risk+modeling,Intermediate,Risk Management,453,338,479
Robotic Process Automation (RPA) Tester,Software Testing Masterclass (2025) - From Novice to Expert,https://www.udemy.com/course/software-testing-masterclass-from-novice-to-expert/?couponCode=ST1MT31025G3,Intermediate,Software Testing,454,1047,522
Robotic Process Automation (RPA) Tester,Rest API Testing (Automation) from Scratch-Rest Assured Java,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/?couponCode=ST1MT31025G3,Intermediate,API Testing,454,980,20
Robotic UI Tester,Introduction to Robot Framework,https://robotframework.org/,Beginner,Robotic Process Automation,455,669,481
Robotic UI Tester,Selenium WebDriver with Python,https://www.udemy.com/topic/selenium-webdriver/,Intermediate,Test Automation,455,1019,547
Robotic UI Tester,UI Test Automation with Robot Framework and SeleniumLibrary,https://robotframework.org/SeleniumLibrary/,Intermediate,UI Testing,455,1125,551
Robotic UI Tester,CI/CD with Robot Framework and Jenkins,https://www.jenkins.io/,Intermediate,DevOps / Test Automation,455,249,251
Robotics Engineer,Control of Mobile Robots,https://www.coursera.org/learn/mobile-robot,Intermediate,Robotics,456,329,482
Robotics Engineer,Motion Planning for Mobile Robots,https://www.coursera.org/learn/motion-planning-self-driving-cars,Advanced,Robotics,456,836,482
Robotics Engineer,Robot Operating System (ROS),https://www.udemy.com/course/ros-essentials/,Intermediate,Robotics,456,984,482
Robotics Engineer,Introduction to Self-Driving Cars,https://www.udacity.com/course/self-driving-car-engineer-nanodegree--nd013,Advanced,Robotics/Autonomous Systems,456,671,485
Robotics Engineer,Computer Vision Fundamentals,https://www.coursera.org/specializations/computer-vision,Intermediate,Computer Vision (related to Robotics),456,321,124
Robotics Motion Control Engineer,Robotics,https://www.edx.org/course/robotics-2,Intermediate,Robotics,457,985,482
Robotics Motion Control Engineer,Introduction to Robotics,https://ocw.mit.edu/courses/2-12-introduction-to-robotics-fall-2005/pages/assignments/,Advanced,Robotics,457,670,482
Robotics Motion Control Engineer,Artificial Intelligence for Robotics,https://www.udacity.com/course/introduction-to-robotics--cs373,Intermediate,Robotics,457,141,482
Rule-Based Automation Software Engineer ,Automating with PowerShell,https://www.microsoft.com/en-us/learning/powershell-scripting.aspx,Intermediate,Automation & Scripting,458,156,33
Rule-Based Automation Software Engineer ,AWS Certified Cloud Practitioner,https://aws.amazon.com/certification/certified-cloud-practitioner/,Beginner,Cloud Computing,458,25,66
Rule-Based Automation Software Engineer ,Logic and Discrete Mathematics,https://www.coursera.org/learn/logic-introduction,Intermediate,Computer Science Fundamentals,458,740,119
Runtime Application Self-Protection (RASP) Engineer,Reverse Engineering and Malware Analysis,https://www.cybrary.it/course/malware-analysis/,Advanced,Cybersecurity,459,982,142
Rust Systems Engineer,Rust Programming Language,https://doc.rust-lang.org/book/,Beginner,Systems Programming,460,987,539
Rust Systems Engineer,Rustlings Course,https://github.com/rust-lang/rustlings,Beginner,Systems Programming,460,988,539
Rust Systems Engineer,Programming WebAssembly with Rust,https://rustwasm.github.io/book/,Intermediate,WebAssembly Development,460,944,600
Rust Systems Engineer,Embedded Rust by Georgia Tech,https://github.com/rust-embedded/discovery,Intermediate,Embedded Systems,460,446,291
Rust Systems Engineer,The Rustonomicon,https://doc.rust-lang.org/nomicon/,Advanced,Systems Programming,460,1109,539
SCADA Security Specialist,Fundamentals of Industrial Control Systems Security,https://www.sans.org/courses/ics410-ics-scada-security-essentials,Intermediate,Cybersecurity/Industrial Control Systems,461,489,168
SCADA Security Specialist,Implementing and Auditing Industrial Control Systems Security,https://www.sans.org/courses/ics515-ics-active-defense-and-incident-response,Advanced,Cybersecurity/Industrial Control Systems,461,591,168
SCADA Security Specialist,Applied ICS Security: Implementing IEC 62443,https://www.sans.org/courses/ics456-applied-ics-security,Advanced,Cybersecurity/Industrial Control Systems,461,133,168
SDN Engineer,ONOS: SDN Controller from ON.Lab,https://onosproject.org/training/,Advanced,Networking,462,886,421
SQL Developer,Oracle PL/SQL Fundamentals,https://www.oracle.com/database/technologies/appdev/plsql.html#training,Intermediate,Database Programming,463,901,233
Satellite Communications Engineer,"NOC:Satellite Communication Systems, IIT Kharagpur",https://nptel.ac.in/courses/117105131,Beginner,Telecommunications,464,857,544
Satellite Data Processing Engineer,Google Earth Engine Fundamentals,https://developers.google.com/earth-engine/tutorials,Intermediate,Geospatial Data Analysis,465,521,329
Satellite Data Processing Engineer,Fundamentals Of Computer Vision & Image Processing,https://opencv.org/university/fundamentals-of-computer-vision-and-image-processing/,Intermediate,Image Processing,465,477,350
Satellite Systems Engineer,GPS and GNSS for Geospatial Professionals,https://www.e-education.psu.edu/geog862/,Intermediate,GNSS/GPS,466,497,317
Satellite Systems Engineer,"NOC:Satellite Attitude Dynamics and Control, IIT Kharagpur",https://nptel.ac.in/courses/101105077,Intermediate,Aerospace Engineering,466,856,24
Scalable Data Caching Engineer,Redis Essentials,https://redis.io/docs/getting-started/,Beginner,Databases/Caching,467,972,239
Scalable Data Caching Engineer,Memcached Tutorial,https://memcached.org/tutorial,Beginner,Databases/Caching,467,775,239
Scalable Data Caching Engineer,Memcached Tutorial,https://www.tutorialspoint.com/memcached/index.htm,Beginner,Databases/Caching,467,775,239
Scalable Data Infrastructure Engineer,Spark and Python for Big Data with PySpark,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,Intermediate,Data Engineering,468,1055,186
Secure Boot Engineer,Implementing Secure Boot,https://www.edx.org/learn/embedded-systems,Intermediate,Embedded Systems Security,469,588,294
Secure Boot Engineer,UEFI Secure Boot Deep Dive,https://www.edx.org/learn/computer-security,Advanced,Firmware Security,469,1123,308
Secure Boot Engineer,Linux Kernel Internals and Secure Boot,https://www.edx.org/learn/linux,Intermediate,Operating Systems,469,734,429
Secure Boot Engineer,Secure Boot and Measured Boot in Modern Systems,https://www.sans.org/cyber-security-courses/,Intermediate,System Security,469,1004,538
Secure Cloud Key Management Engineer,Microsoft Azure Key Vault,https://learn.microsoft.com/en-us/azure/key-vault/,Intermediate,Cloud Security,470,795,103
Secure Cloud Key Management Engineer,Applied Cryptography,https://www.schneier.com/book-applied/,Advanced,Cryptography,470,129,138
Secure Data Erasure Specialist,Information and Media Sanitization Training by Darik's Boot and Nuke (DBAN),https://dban.org/,Beginner,Data Security/Data Sanitization,471,599,216
Secure Data Transmission Engineer,Network Security Fundamentals,https://www.cybrary.it/course/comptia-security-plus/,Beginner,Cybersecurity,472,873,142
Secure Data Transmission Engineer,Implementing and Administering Cisco Solutions (CCNA),https://www.netacad.com/courses/ccna,Intermediate,Network Administration,472,590,411
Secure Data Transmission Engineer,Ethical Hacking,https://www.cybrary.it/course/ethical-hacking/,Intermediate,Cybersecurity,472,453,142
Secure Microservices Architect,Building Microservices with Spring Boot and Spring Cloud,https://www.udemy.com/course/building-microservices-with-spring-boot-and-spring-cloud/,Intermediate,Software Development/Microservices,473,200,515
Secure Microservices Architect,The Nuts and Bolts of OAuth 2.0,https://www.udemy.com/course/oauth-2-simplified/,Intermediate,Security/API Development,473,1107,498
Secure Multi-Tenancy Engineer,Multi-Tenant Applications with Kubernetes,https://kubernetes.io/docs/concepts/security/multi-tenancy/,Intermediate,Cloud Computing / Containerization,474,842,69
Secure Multi-Tenancy Engineer,Building Secure and Isolated Tenants with AWS VPCs,https://aws.amazon.com/vpc/,Intermediate,Cloud Computing / Security,474,217,73
Secure Multi-Tenancy Engineer,Identity and Access Management (IAM) for Multi-Tenant Systems,https://aws.amazon.com/iam/,Intermediate,Cloud Computing / Security,474,580,73
Secure Multi-Tenancy Engineer,Identity and Access Management (IAM) Deep Dive,https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction.html,Intermediate,Cloud Security/Identity Management,474,579,108
Secure Network Protocol Engineer,CCNP Security: Implementing and Operating Cisco Security Core Technologies (SCOR 350-701),https://learningnetwork.cisco.com/s/ccnp-security,Advanced,Network Security,475,247,418
Secure Progressive Web App (PWA) Developer,Progressive Web App Development,https://www.udacity.com/course/offline-web-applications--ud899,Intermediate,Web Development,476,946,578
Secure Progressive Web App (PWA) Developer,Introduction to Service Workers,https://developers.google.com/web/fundamentals/primers/service-workers,Intermediate,Web Development,476,672,578
Secure Progressive Web App (PWA) Developer,Caching Strategies with Service Workers,https://web.dev/offline-cookbook/,Advanced,Web Development,476,255,578
Secure Progressive Web App (PWA) Developer,Secure Coding Practices,https://owasp.org/www-project-secure-coding-practices-quick-reference-guide/,Intermediate,Web Security,476,1006,597
Secure Progressive Web App (PWA) Developer,Building PWAs with Angular,https://angular.io/guide/service-worker-getting-started,Intermediate,Web Development,476,204,578
Secure Software Development Lifecycle (SSDLC) Consultant,Secure Coding Practices,https://www.cybrary.it/course/secure-coding-fundamentals/,Intermediate,Software Development/Security,477,1006,517
Secure Software Development Lifecycle (SSDLC) Consultant,Software Security Champion,https://www.sans.org/courses/software-security-champion/,Intermediate,Cybersecurity/Software Development,477,1046,178
Secure Software Development Lifecycle (SSDLC) Consultant,Developing Secure Software using Microsoft SDL,https://www.microsoft.com/en-us/securityengineering/sdl/training,Intermediate,Software Development/Security,477,410,517
Secure Software Development Lifecycle (SSDLC) Consultant,(ISC)- CSSLP - Certified Secure Software Lifecycle Professional,https://www.isc2.org/Certifications/CSSLP,Advanced,Cybersecurity Certification/Software Development,477,0,149
Security Architect,Certified Cloud Security Professional (CCSP),https://www.isc2.org/Certifications/CCSP,Advanced,Cloud Security,478,259,103
Security Architect,(ISC)- Certified Authorization Professional (CAP),https://www.isc2.org/certifications/cap,Intermediate,Risk Management and Compliance,478,1,480
Security Architect,SANS Institute: SEC540: Cloud Security and DevOps Automation,https://www.sans.org/courses/sec540,Advanced,Cloud Security and DevOps,478,990,105
Security Automation Engineer,Automating Security with Ansible,https://www.ansible.com/resources/courses/ansible-security-automation,Intermediate,Security Automation,479,154,495
Security Automation Engineer,Introduction to DevSecOps,https://www.sans.org/courses/devsecops-essentials,Beginner,DevSecOps,479,629,265
Security Awareness Trainer,Security Awareness Training: The Human Factor,https://www.sans.org/security-awareness-training/,Intermediate,Cybersecurity Awareness,480,1014,147
Security Awareness Trainer,Phishing and Email Security Awareness,https://www.proofpoint.com/us/security-awareness-training,Beginner,Cybersecurity Awareness,480,918,147
Security Data Scientist,Intrusion Detection In-Depth,https://www.sans.org/courses/intrusion-detection-in-depth,Intermediate,Cybersecurity/Intrusion Detection,481,686,169
Security Data Scientist,Security Analytics and Operations,https://www.splunk.com/en_us/training/courses.html#security,Intermediate,Security Analytics,481,1013,494
Security Engineer,Practical Ethical Hacking - The Complete Course,https://www.udemy.com/course/practical-ethical-hacking/,Intermediate,Cybersecurity,482,926,142
Security Engineer,(ISC)- Certified Information Systems Security Professional (CISSP),https://www.isc2.org/Certifications/CISSP,Advanced,Cybersecurity Certification,482,2,148
Security Engineer,CompTIA Security+,https://www.comptia.org/certifications/security,Intermediate,Cybersecurity Certification,482,308,148
Security Engineer,AWS Certified Security - Specialty,https://aws.amazon.com/certification/certified-security-specialty/,Advanced,Cloud Security Certification,482,31,104
Security Engineer,Offensive Security Certified Professional (OSCP),https://www.offensive-security.com/pwk-oscp/,Advanced,Cybersecurity,482,888,142
Security Forensics Analyst,"Advanced Network Forensics: Threat Hunting, Analysis, and Incident Response",https://www.sans.org/cyber-security-courses/advanced-network-forensics-threat-hunting-incident-response/,Advanced,Cybersecurity/Digital Forensics,483,78,160
Security Forensics Analyst,Automating DFIR with Python,https://www.sans.org/courses/automating-dfir-with-python-automating-information-security-with-python/,Intermediate,Cybersecurity/DFIR Automation,483,152,159
Security Forensics Analyst,Mobile Forensics,https://www.sans.org/courses/mobile-forensics-in-depth/,Intermediate,Cybersecurity/Mobile Forensics,483,813,171
Security Incident Manager,Certified Incident Handler (ECIH),https://www.eccouncil.org/programs/certified-incident-handler-ecih/,Intermediate,Cybersecurity,484,266,142
Security Incident Responder,Computer Security Incident Response Team (CSIRT),https://www.eccouncil.org/programs/computer-security-incident-response-team-csirt/,Intermediate,Cybersecurity,485,320,142
Security Information and Event Management (SIEM) Engineer,Splunk Fundamentals 2,https://www.splunk.com/en_us/training/courses/splunk-fundamentals-2.html,Intermediate,SIEM Administration,486,1058,488
Security Information and Event Management (SIEM) Engineer,IBM QRadar SIEM Fundamentals,https://www.ibm.com/training/course/AN310G,Beginner,SIEM Administration,486,570,488
Security Information and Event Management (SIEM) Engineer,Elastic Stack: The Basics,https://www.elastic.co/training/elasticsearch-engineer-i,Beginner,SIEM Administration/Log Management,486,443,489
Security Information and Event Management (SIEM) Engineer,SANS SEC555: SIEM with Tactical Analytics,https://www.sans.org/course/siem-with-tactical-analytics,Advanced,Security Analysis/Threat Hunting,486,992,493
Security Monitoring Specialist,Security Onion Essentials,https://securityonion.net/training/,Intermediate,Network Security Monitoring,487,1016,419
Security Operations Center (SOC) Analyst,Cybersecurity Analyst+ (CySA+),https://www.comptia.org/certifications/cybersecurity-analyst,Intermediate,Cybersecurity Certification,488,344,148
"Security Orchestration, Automation, and Response (SOAR) Engineer",Splunk SOAR Training,https://www.splunk.com/en_us/training/courses.html?filter=product%3ASplunk%20SOAR,Intermediate,Cybersecurity / SOAR / Splunk,489,1059,146
"Security Orchestration, Automation, and Response (SOAR) Engineer",IBM Resilient SOAR Training,https://www.ibm.com/security/security-orchestration-automation-response,Intermediate,Cybersecurity / SOAR / IBM Resilient,489,571,145
"Security Orchestration, Automation, and Response (SOAR) Engineer",Google SIEM & SOAR Learning Path,https://www.cloudskillsboost.google/paths/187,Intermediate,Cybersecurity / SOAR,489,523,144
Security Policy Developer,Information Security Policy Development and Implementation,https://www.sans.org/courses/information-security-policy,Intermediate,Cybersecurity,490,596,142
Security Redundancy Engineer,IT Fundamentals for Cybersecurity Specialization,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,Beginner,Cybersecurity,491,573,142
Security Risk Analyst,Cybersecurity Risk Management on edX,https://www.edx.org/learn/cybersecurity,Intermediate,Cybersecurity and Risk Management,492,348,152
Security Software Developer,OWASP Top 10 Web Application Security Risks,https://owasp.org/www-project-top-ten/,Intermediate,Web Security,493,887,597
Security Tester,Mobile Application Security and Penetration Testing,https://www.sans.org/cyber-security-courses/mobile-device-security-ethical-hacking/,Intermediate,Mobile Security,494,811,400
Security Tester,Advanced Web Attacks and Exploitation (AWAE),https://www.offensive-security.com/awae-oswe/,Advanced,Web Application Security,494,96,577
Security Testing Engineer,Certified Mobile Application Security Tester (MAST),https://www.eccouncil.org/programs/certified-mobile-application-security-tester-mast/,Intermediate,Mobile Security,495,272,400
Security Threat Hunter,Elastic Security: Essentials,https://www.elastic.co/training/elastic-security-essentials,Beginner,"Cybersecurity, Data Analysis",496,442,153
Security Token Specialist,Fintech: Foundations & Applications of Financial Technology,https://www.coursera.org/specializations/wharton-fintech,Intermediate,Finance/Fintech,497,469,306
Security Token Specialist,Blockchain and Security Tokens,https://www.coursera.org/specializations/blockchain-revolution-enterprise,Intermediate,Blockchain & Cryptocurrency,497,181,51
Security Token Specialist,PKCS #11: Cryptographic Token Interface Standard,https://docs.oasis-open.org/pkcs11/pkcs11-base/v3.0/pkcs11-base-v3.0.html,Advanced,Cryptography,497,904,138
Security Token Specialist,FIDO2: WebAuthn and CTAP,https://fidoalliance.org/,Intermediate,Authentication and Authorization,497,456,32
Self-Healing Software Engineer,Learning Kubernetes,https://www.linkedin.com/learning/learning-kubernetes,Intermediate,DevOps/Containerization,498,724,259
Self-Healing Software Engineer,Microservices Foundations,https://www.linkedin.com/learning/microservices-foundations,Intermediate,Software Architecture,498,785,505
Self-Healing Software Engineer,Incident Response: Detection and Analysis,https://www.pluralsight.com/courses/incident-response-detection-analysis,Intermediate,Cybersecurity/Incident Response,498,594,167
Self-Supervised Learning Researcher,Contrastive Self-Supervised Learning,https://lilianweng.github.io/posts/2021-05-31-contrastive/,Advanced,Machine Learning,499,327,374
Self-Supervised Learning Researcher,Self-Supervised Representation Learning,https://ai.facebook.com/blog/self-supervised-learning-the-dark-matter-of-intelligence/,Advanced,Machine Learning,499,1022,374
Self-Supervised Learning Researcher,Momentum Contrast for Unsupervised Visual Representation Learning,https://arxiv.org/abs/1911.05722,Advanced,Machine Learning,499,826,374
Sensor Engineer,Sensor Technology and Applications,https://www.edx.org/course/introduction-to-the-internet-of-things-iot,Intermediate,Instrumentation and Measurement,500,1025,356
Sensor Engineer,"NOC:Wireless Ad Hoc and Sensor Networks, IIT Kharagpur",https://nptel.ac.in/courses/106105160,Advanced,Nanotechnology,500,859,405
Sensor Engineer,Sensors / Actuators & IoT Dashboard with Arduino,https://www.udemy.com/course/iot-dashboard/,Intermediate,Internet of Things (IoT),500,1026,357
Sensor Engineer,Internet of Things: Communication Technologies,https://www.coursera.org/learn/internet-of-things-communication,Intermediate,Wireless Communication,500,607,601
Sensor Engineer,Data Acquisition and Processing for Sensors,https://www.udacity.com/course/data-streaming--ud741,Advanced,Data Science and Analytics,500,353,203
Sensor Fusion Algorithm Engineer,Self-Driving Cars Specialization,https://www.coursera.org/specializations/self-driving-cars,Intermediate,Robotics and Autonomous Systems,501,1021,483
Sensor Fusion Algorithm Engineer,Sensor Fusion Nanodegree Program,https://www.udacity.com/course/sensor-fusion-engineer-nanodegree--nd313,Advanced,Robotics and Autonomous Systems,501,1024,483
Sensor Fusion Algorithm Engineer,Introduction to Robotics,https://www.udacity.com/course/intro-to-robotics--cs373,Intermediate,Robotics,501,670,482
Sensor Fusion Algorithm Engineer,State Estimation and Localization for Self-Driving Cars,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,Advanced,Autonomous Systems,501,1062,36
Sensor Fusion Engineer,Self-Driving Car Engineer,https://www.udacity.com/course/state-estimation-and-localization-for-self-driving-cars--nd013,Advanced,Robotics and Autonomous Systems,502,1020,483
Server-Side Feature Toggle Engineer,Building Scalable APIs with REST,https://www.udemy.com/topic/rest-api/,Intermediate,Web Development,503,210,578
Server-Side Rendered (SSR) AI Developer,Building Server-Side Rendered React Apps with Next.js,https://nextjs.org/learn,Intermediate,Web Development,504,218,578
Server-Side Rendered (SSR) AI Developer,Server-Side Rendering,https://angular.dev/guide/ssr,Intermediate,Web Development,504,1028,578
Server-Side Rendered (SSR) AI Developer,Production-Ready Serverless APIs with AWS Lambda & Serverless Framework,https://serverless-stack.com/,Intermediate,Backend Development,504,939,38
Server-Side Rendering (SSR) Engineer,Next.js & React - The Complete Guide,https://www.udemy.com/course/nextjs-react-the-complete-guide/,Intermediate,Web Development,505,880,578
Server-Side Rendering (SSR) Engineer,Node.js: The Complete Guide to Build RESTful APIs,https://www.udemy.com/course/nodejs-the-complete-guide/,Intermediate,Backend Development,505,884,38
Server-Side Rendering (SSR) Engineer,Angular SSR In Depth,https://www.udemy.com/course/angular-universal-course/,Intermediate,Web Development,505,113,578
Serverless Application Developer,Serverless React with AWS Amplify - The Complete Guide,https://www.udemy.com/course/serverless-react-with-aws-amplify/,Intermediate,Web Development / Serverless Computing,506,1031,587
Serverless Application Security Engineer,Serverless Security Principles,https://www.pluralsight.com/courses/serverless-security-principles,Intermediate,Cloud Security,507,1032,103
Serverless Database Engineer,Converting a Serverless App to run on AWS Lambda and DynamoDB with Serverless FrameworkB,https://egghead.io/courses/converting-a-serverless-app-to-run-on-aws-lambda-and-dynamodb-with-serverless-framework-223a,Advanced,DCloud Computing/Serverless,508,330,179
Serverless Database Engineer,Securing Serverless Databases with DynamoDB,https://www.udemy.com/course/aws-certified-security-specialty/,Intermediate,Database Security,508,1012,234
Serverless Function Optimization Engineer,Serverless Architecture: Executive Briefing,https://www.pluralsight.com/courses/serverless-architecture-executive-briefing,Beginner,Cloud Computing,509,1029,66
Serverless Function Optimization Engineer,Building a Serverless API Tier with Amazon API Gateway,https://www.pluralsight.com/courses/building-serverless-api-tier-amazon-api-gateway,Intermediate,Cloud Computing/Backend Development/Serverless Architecture,509,231,84
Shift-Left Security Tester,DevSecOps Fundamentals,https://www.sans.org/courses/devsecops-fundamentals,Intermediate,DevSecOps,510,400,265
Side-Channel Attack Specialist,Side-Channel Analysis and Fault Injection Attacks,https://www.riscure.com/training/side-channel-analysis-fault-injection,Advanced,Cybersecurity/Embedded Systems Security,511,1033,162
Side-Channel Attack Specialist,Hardware Security: Secure Design and Side-Channel Attacks,https://www.edx.org/course?search_query=hardware+security,Intermediate,Cybersecurity/Hardware Design,511,547,166
Side-Channel Attack Specialist,Practical Side Channel Analysis Workshop,https://www.offensive-security.com/information-security-training/,Advanced,Cybersecurity/Offensive Security,511,928,173
Site Reliability Engineer,Google Cloud's SRE Fundamentals,https://www.cloudskillsboost.google/paths/118,Intermediate,Site Reliability Engineering,512,519,501
Site Reliability Engineer,Linux Foundation Certified System Administrator (LFCS),https://training.linuxfoundation.org/certification/linux-foundation-certified-sysadmin-lfcs/,Intermediate,Linux Administration,512,733,369
Site Reliability Engineer,Kubernetes for SREs and DevOps Engineers,https://www.udemy.com/course/certified-kubernetes-administrator-with-practice-tests/,Intermediate,Container Orchestration,512,702,128
Site Reliability Engineer,Monitoring and Alerting with Prometheus,https://prometheus.io/docs/prometheus/latest/getting_started/,Intermediate,Monitoring and Alerting,512,832,401
Site Reliability Engineer,Introduction to Kubernetes,https://kubernetes.io/docs/tutorials/kubernetes-basics/,Beginner,Container Orchestration,512,650,128
Smart Antenna Systems Engineer,"Advanced Antenna Theory, IIT Roorkee",https://nptel.ac.in/courses/117107035,Intermediate,RF Engineering,513,53,474
Smart City Connectivity Engineer,CCNA: Introduction to Networks,https://www.netacad.com/courses/networking/ccna-introduction-networking,Beginner,Networking,514,245,421
Smart City Technology Engineer,Fundamentals of Smart Cities & Smart Urbanism,https://www.coursera.org/learn/smart-cities,Beginner,Urban Planning & Development,515,494,561
Smart City Technology Engineer,Data Analysis and Visualization with Python,https://www.udacity.com/course/data-analysis-visualization-nanodegree--nd100,Intermediate,Data Science,515,354,202
Smart Contracts Security Tester,Smart Contract Security Best Practices,https://consensys.net/academy/bootcamp/,Intermediate,Blockchain Security,516,1037,53
Smart Contracts Security Tester,"Solidity, Blockchain, and Smart Contract Course - Beginner to Expert Python Tutorial",https://www.udemy.com/course/blockchain-and-bitcoin-fundamentals/,Beginner,Smart Contract Development,516,1050,502
Smart Grid Engineer,"NOC:Smart Grid: Basics to Advanced Technologies, IIT Roorkee",https://nptel.ac.in/courses/108107113,Intermediate,Networking,517,858,421
Smart Grid Engineer,Smart Grids,https://ocw.tudelft.nl/courses/smart-grids/,Intermediate,Electrical Engineering,517,1038,279
Smart Home Engineer,Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis,Intermediate,Programming/Data Science,518,624,460
Smart Home Technology Engineer,Google Assistant: Build Actions,https://developers.google.com/assistant,Intermediate,Voice Control/AI,519,514,574
Smart Textiles Engineer,Fundamentals of Microcontrollers,https://www.udemy.com/topic/microcontroller/,Beginner,Electronics/Embedded Systems,520,491,286
Smart Textiles Engineer,Circuit Design and Simulation for Wearable Electronics,https://www.edx.org/course?search_query=circuit+design,Intermediate,Electronics,520,280,280
Smart Textiles Engineer,Data Analysis and Visualization with Python,https://www.coursera.org/specializations/data-analysis,Intermediate,Data Science,520,354,202
Smart Traffic Flow Optimization Engineer,Machine Learning for Smart Cities,https://www.udacity.com/course/ai-for-trading--nd880,Advanced,Artificial Intelligence,521,750,29
Smart Traffic Systems Engineer,Introduction to Connected and Automated Vehicle Systems,https://www.fhwa.dot.gov/policyinformation/traveler_information/connected_automated_vehicles/,Intermediate,Automotive Engineering,522,621,34
Software Architect,Software Architecture and Design of Microservices,https://www.udemy.com/course/microservices-architecture-design/,Intermediate,Software Architecture,523,1043,505
Software Architect,Cloud Computing: The Complete AWS Architect Course,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c02/,Intermediate,Cloud Architecture,523,294,65
Software Architect,Designing Data-Intensive Applications,https://www.educative.io/courses/grokking-the-system-design-interview,Advanced,System Design,523,392,537
Software Architect,Cloud Computing Architecture,https://www.aws.training/learning-paths/architect,Intermediate,Cloud Computing,523,286,66
Software Architect,Design Patterns,https://refactoring.guru/design-patterns,Intermediate,Software Design,523,388,507
Software Build Engineer,Gradle Fundamentals: A Crash Course for Busy Developers,https://www.udemy.com/course/gradle-fundamentals/,Beginner,Software Build Automation,524,526,506
Software Build Engineer,Continuous Integration with Jenkins,https://www.udemy.com/course/jenkins-tutorial-for-beginners/,Intermediate,Continuous Integration/Continuous Delivery (CI/CD),524,326,131
Software Compliance Tester,GDPR and CCPA Compliance: Practical Applications,https://www.udemy.com/topic/gdpr/,Intermediate,Data Privacy and Compliance,525,496,199
Software Compliance Tester,PCI DSS Compliance Fundamentals,https://www.securitymetrics.com/pci-training,Beginner,Payment Card Industry Compliance,525,902,437
Software Containerization Engineer,Learn DevOps: The Complete Kubernetes Course,https://www.udemy.com/course/learn-devops-the-complete-kubernetes-course/,Intermediate,DevOps/Container Orchestration,526,710,258
